0.000000	-65.999999999999772626	
20.000000	-65.827067575708312575	
40.000000	-65.832450233033597442	
60.000000	-65.834755104375830115	
80.000000	-65.835964464656370865	
100.000000	-65.836624238595945258	
120.000000	-72.688380586824266061	
140.000000	-71.871691862121224403	
160.000000	-70.887312562398236082	
180.000000	-69.910299980657072183	
200.000000	-68.993821233022984529	
220.000000	-68.152883814402059670	
240.000000	-67.381792428586450683	
260.000000	-66.671511046095375264	
280.000000	-66.013793349681506584	
300.000000	-65.401845759842473171	
320.000000	-64.830042452803908759	
340.000000	-64.271221303011628834	
360.000000	-63.766267507033830952	
380.000000	-63.297532089443329539	
400.000000	-62.856813476543187846	
420.000000	-62.439813038043013194	
440.000000	-62.043803257053554034	
460.000000	-61.666750779576894104	
480.000000	-61.306981926839917207	
500.000000	-60.963046482401381354	
520.000000	-60.402327561534747247	
540.000000	-59.916579933112508627	
560.000000	-59.503366884849889118	
580.000000	-59.159743412121827077	
600.000000	-58.883101292913146096	
620.000000	-58.670980953378361278	
640.000000	-58.520807067542300217	
660.000000	-58.429683783854265755	
680.000000	-58.394284736468094366	
700.000000	-58.410837662586828856	
720.000000	-58.475182106022664641	
740.000000	-58.582869190396458237	
760.000000	-58.729276521722319160	
780.000000	-58.909719527122028637	
800.000000	-59.119549039758751974	
820.000000	-59.354231165274995874	
840.000000	-59.609408712136044528	
860.000000	-59.880944935125604900	
880.000000	-60.164953082910798798	
900.000000	-60.457812836997234740	
920.000000	-60.756178403111654518	
940.000000	-61.056981345517449711	
960.000000	-61.357429050221490741	
980.000000	-61.654998969264205755	
1000.000000	-61.947433394867701395	
1020.000000	-62.232737792585723469	
1040.000000	-62.509175769528901867	
1060.000000	-62.775263985119849508	
1080.000000	-63.029769272189376750	
1100.000000	-63.271698789899971871	
1120.000000	-63.500296333078146915	
1140.000000	-63.715033187532952752	
1160.000000	-63.915595573914863792	
1180.000000	-64.101870112409457647	
1200.000000	-64.273926643655997282	
1220.000000	-64.431998745079667401	
1240.000000	-64.576462447142375822	
1260.000000	-64.707813828856558303	
1280.000000	-64.826646245793739354	
1300.000000	-64.933627942592849536	
1320.000000	-65.029480734420573640	
1340.000000	-65.114960324475106290	
1360.000000	-65.190838677745503560	
1380.000000	-65.257888714794376028	
1400.000000	-65.316871440341628841	
1420.000000	-65.368525492052555137	
1440.000000	-65.413558992179886786	
1460.000000	-65.452643510928382398	
1480.000000	-65.486409904261762449	
1500.000000	-65.515445766717462561	
1520.000000	-65.540294236764310654	
1540.000000	-65.561453903193481096	
1560.000000	-65.579379581314015013	
1580.000000	-65.594483753273109983	
1600.000000	-65.607138494622304847	
1620.000000	-65.617677736987118919	
1640.000000	-65.626399742977497453	
1660.000000	-65.633569693298639436	
1680.000000	-65.639422307079527741	
1700.000000	-65.644164434533806229	
1720.000000	-65.647977576326070448	
1740.000000	-65.651020296674701626	
1760.000000	-65.653430507522386961	
1780.000000	-65.655327609392344357	
1800.000000	-65.656814481074817991	
1820.000000	-65.657979315368677931	
1840.000000	-65.658897301959456172	
1860.000000	-65.659632161389737348	
1880.000000	-65.660237536122977531	
1900.000000	-65.660758246138897221	
1920.000000	-65.661231417369265273	
1940.000000	-65.661687491802808836	
1960.000000	-65.662151128278011925	
1980.000000	-65.662642002909805683	
2000.000000	-65.663175517918432433	
2020.000000	-65.663763427247872073	
2040.000000	-65.664414386955996861	
2060.000000	-65.665134437858398542	
2080.000000	-65.665927427413762985	
2100.000000	-65.666795377284557844	
2120.000000	-65.667738802516026908	
2140.000000	-65.668756987732706421	
2160.000000	-65.669848225281683085	
2180.000000	-65.671010019781505207	
2200.000000	-65.672239263088542316	
2220.000000	-65.673532383286612912	
2240.000000	-65.674885470942328425	
2260.000000	-65.676294385496262862	
2280.000000	-65.677754844364073961	
2300.000000	-65.679262497022833145	
2320.000000	-65.680812986097478756	
2340.000000	-65.682401997226889989	
2360.000000	-65.684025299277166710	
2380.000000	-65.685678776284916580	
2400.000000	-65.687358452328012959	
2420.000000	-65.689060510387804470	
2440.000000	-65.690781306123923855	
2460.000000	-65.692517377363429887	
2480.000000	-65.694265449994091455	
2500.000000	-65.696022440881236548	
